mean_blood_sugar_level,body_mass_indicator,analysis_results,biological_age_index
4088.0,3887.0,3577.0,4088.0
105.6314163405088,28.891227167481347,322.33257043458207,135.3144739392395
44.770688963173086,7.810376704301858,100.73397885746604,50.38426165857701
55.12,10.3,104.8297145,-15.10945623
76.99000000000001,23.6,254.4236107,96.9413550325
91.69999999999999,28.1,300.1458917,136.7102458
113.455,33.0,361.5445176,173.6261647
267.76,97.6,756.8079754,266.9863208
